COURSE	267248526
SEVERAL	266874027
NATIONAL	265411421
WHOLE	264397495
CHAPTER	263277218
EARLY	262989441
FOUR	262968583
HOME	262557366
MEANS	261935832
THINGS	261491585
PROCESS	261231720
NATURE	258607404
THEREFORE	256680119
CERTAIN	255354603
CONTROL	254704442
DATA	254114763
NAME	253016135
ACT	252837316
CHANGE	252169887
VALUE	251727013
BODY	251658904
STUDY	251146114
ET	249406150
TABLE	247925745
BECOME	247467268
WHETHER	245964864
CITY	245776687
BOOK	244679041
TAKEN	244444700
SIDE	244375385
TIMES	244274912
AWAY	243726011
C	243374626
KNOWN	242748318
PERIOD	240810310
BEST	239519326
B	239260173
LINE	237500159
COURT	235765991
JOHN	235323655
DAYS	235135424
PUT	234694082
YOUNG	233692423
SEEN	232791574
COMMON	232507127
PERSON	232353232
EITHER	231828021
LET	231529250
LAND	230194244
HEAD	229586755
BUSINESS	228894757
COMPANY	228554181
CHURCH	228296650
WORDS	227368818
EFFECT	227026494
SOCIETY	226962849
AROUND	225965973
BETTER	225159108
NOTHING	224710005
TOOK	224536350
WHITE	223783182
SOMETHING	223298632
LIGHT	223142561
QUESTION	222529720
ALMOST	222456557
WENT	222172805
INTEREST	221787128
MIND	220137001
NEXT	219433560
LEAST	219366839
LEVEL	217515046
ECONOMIC	216707350
CHILD	214513506
DEATH	214241154
SERVICE	214015710
VIEW	213769776
ACTION	212759202
FIVE	212389943
II	211760644
PRESS	211628967
FATHER	210972103
LOVE	210137973
RESEARCH	210101214
AREA	209904357
TRUE	209902030
EDUCATION	209865301
SELF	209487136
AGE	208047899
NECESSARY	208018922
SUBJECT	207720288
WANT	207691335
CASES	207684567
EVER	207615532
GOING	207111364
PROBLEM	207066989
FREE	206158509
DONE	205603672
MAKING	204240192
PARTY	203139462
KING	203072868
TOGETHER	202762516
CENTURY	202612948
SECTION	202298684
USING	201536862
POSITION	201281266
TYPE	200474855
RESULT	199933678
HELP	199252187
INDIVIDUAL	199046341
ALREADY	198197475
MATTER	198029580
FULL	197457082
HALF	197368932
VARIOUS	197327756
SENSE	197220509
LOOK	197095972
BASED	197020666
WHOSE	196188708
ENGLISH	195298116
SOUTH	194907298
TOTAL	194645191
CLASS	193633305
BECAME	192781007
PERHAPS	192537809
LONDON	192383215
POLICY	191429651
MEMBERS	190942415
AL	189349849
LOCAL	188970118
ENOUGH	188948038
PARTICULAR	188618420
RATE	188524311
AIR	187006770
ALONG	186532177
MOTHER	186371465
KNOWLEDGE	185412728
FACE	184744335
WORD	184603724
KIND	184534482
OPEN	184266698
TERMS	183434872
ABLE	182787681
MONEY	182729316
EXPERIENCE	182659383
CONDITIONS	182610089
SUPPORT	182544724
LA	182088211
PROBLEMS	182033209
REAL	181565857
BLACK	181542099
LANGUAGE	180585791
RESULTS	180160027
ROOM	179662401
FORCE	179566043
HELD	179077711
LOW	178926877
ACCORDING	178815411
USUALLY	178737795
NORTH	178650422
SHOW	178523179
NIGHT	177813198
TOLD	177717884
SHORT	176858591
FIELD	176569485
REASON	174823900
ASKED	173745399
QUITE	173456485
HEALTH	172752751
SPECIAL	172749212
THING	172738438
ANALYSIS	172535798
EYES	172228666
ESPECIALLY	171145125
LORD	169071283
WOMAN	168921413
MAJOR	168841614
SIMILAR	168686666
CARE	168579579
THEORY	168319212
BROUGHT	167509544
OFFICE	166126353
ART	165726241
PRODUCTION	165669185
SOMETIMES	165282667
THIRD	164752523
SHOWN	164618363
BRITISH	164541425
DUE	164237479
INTERNATIONAL	163591875
BEGAN	163262683
SINGLE	163205541
NATURAL	163033916
GOT	162985190
ACCOUNT	162780963
CAUSE	162187677
COMMUNITY	162100278
SAW	161350792
HEART	161254474
SOON	160678206
CHANGES	160538481
STUDIES	159772512
GROUPS	159418843
METHOD	159053948
EVIDENCE	158753663
SEEMS	158520801
GREATER	158013141
REQUIRED	157770281
TRADE	157534593
FOREIGN	155858655
WEST	155720736
CLEAR	155451094
MODEL	155409143
E	155009877
NEAR	154954539
STUDENTS	154638455
PROBABLY	154301146
FRENCH	154091688
GAVE	153925918
INCLUDING	153800374
READ	153605720
ENGLAND	153296679
MATERIAL	153214581
TERM	152976238
PAST	152399625
REPORT	151675470
CONSIDERED	151545059
FUTURE	151100623
HIGHER	150778139
STRUCTURE	150602123
FIG	150377590
AVAILABLE	150037688
WORKING	149602561
FELT	148292456
TELL	148165666
AMOUNT	147854681
REALLY	147420684
FUNCTION	147417217
KEEP	147405178
INDEED	147261279
GROWTH	147031630
MARKET	146995195
NON	146456349
INCREASE	146162071
PERSONAL	146111561
COST	146106969
MEAN	146013228
SURFACE	145677703
KNEW	145643159
IDEA	145406908
LOWER	145218962
NOTE	145170586
PROGRAM	144947729
TREATMENT	144883050
SIX	144460042
FOOD	144138399
CLOSE	144027294
SYSTEMS	143847585
BLOOD	143765938
POPULATION	143726550
CENTRAL	143504901
CHARACTER	143305637
PRESIDENT	143231208
ENERGY	142518230
PROPERTY	142167084
LIVING	141598875
PROVIDE	141554873
SPECIFIC	141363074
SCIENCE	141250014
RETURN	141090661
PRACTICE	140702777
HANDS	140696114
ROLE	140590569
COUNTRIES	140381058
MANAGEMENT	140362524
TOWARD	140324365
SON	140264746
SAYS	140186080
GENERALLY	139841620
INFLUENCE	139632645
PURPOSE	139327457
AMERICA	139130506
RECEIVED	139080046
STRONG	138949457
CALL	138858263
SERVICES	138796737
RIGHTS	138786228
CURRENT	138569643
BELIEVE	138049846
EFFECTS	137897766
LETTER	137746343
X	137589571
LOOKED	137482513
STORY	136788548
FORMS	136468034
SEEMED	136340001
GROUND	136169686
MAIN	135766466
PAPER	135586065
WORKS	134992496
AREAS	134941395
MODERN	134920850
PROVIDED	134897102
MOMENT	134838703
WRITTEN	134806145
SITUATION	134610698
TURN	134505772
FEET	134348666
PLAN	133951245
PARTS	133867316
VALUES	133213477
MOVEMENT	133198779
PRIVATE	132458739
LATE	132159565
SIZE	131691612
UNION	131560771
DESCRIBED	131540958
EAST	131239699
TEST	131231093
DIFFICULT	130577321
FEEL	129516227
RIVER	129050101
POOR	128893459
ATTENTION	128701456
BOOKS	128685076
TOWN	128248209
SPACE	127941942
PRICE	127365117
TURNED	127075437
RULE	126808176
PERCENT	126774559
ACTIVITY	126420735
ACROSS	125969728
PLAY	125848745
BUILDING	125844801
ANYTHING	125837838
PHYSICAL	125807765
CAPITAL	125735242
N	125421809
HARD	125255025
MAKES	125236883
SEA	125103373
CENT	125071257
APPROACH	125032805
PRESSURE	124800018
FINALLY	124762454
MILITARY	124721452
MIDDLE	124608043
SIR	124152316
LONGER	124113646
SPIRIT	123746611
CONTINUED	123662279
BASIS	123422191
ARMY	123310034
RED	122998966
ALONE	122890524
SIMPLE	122864411
SERIES	122648090
SOURCE	122508876
INCREASED	122496287
SENT	122390977
PARTICULARLY	121435155
EARTH	121334649
MONTHS	121167402
DEPARTMENT	121167286
HEARD	121054582
QUESTIONS	120973232
LIKELY	120758940
LOST	120728633
COMPLETE	120475549
BEHIND	120225593
TAKING	119919305
WIFE	119667451
LINES	119425686
OBJECT	119195088
HOURS	119182573
TWENTY	119057697
ESTABLISHED	119035887
COMMITTEE	118868748
RELATED	118838205
RANGE	118834139
TRUTH	118722538
INCOME	118647362
INSTEAD	118485329
BEYOND	118422939
REST	118218918
DEVELOPED	118108656
OUTSIDE	118074170
ORGANIZATION	117575520
RELIGIOUS	117449364
BOARD	117325679
LIVE	117234948
L	117220317
DESIGN	117049361
NEEDS	116865318
PERSONS	116745553
EXCEPT	116721782
AUTHORITY	116697449
PATIENT	116454325
RESPECT	116205867
LATTER	116154349
SURE	116091233
CULTURE	116003133
RELATIONSHIP	115960669
TEN	115708195
METHODS	115683616
FOLLOWED	115410114
WILLIAM	115262883
CONDITION	115246769
POINTS	115158315
ADDITION	115111424
DIRECT	114945752
SEEM	114793384
INDUSTRY	114733976
COLLEGE	114625844
FRIENDS	114335214
BEGINNING	114330225
HUNDRED	114288698
MANNER	114272160
FRONT	114244970
ORIGINAL	114070624
PATIENTS	114060991
APPEAR	113979614
INCLUDE	113661157
SHOWS	113416183
WAYS	113283389
ACTIVITIES	113101457
RELATIONS	112325996
WRITING	112154899
COUNCIL	111961286
DISEASE	111922686
STANDARD	111899749
FIRE	111793160
GERMAN	111778665
FRANCE	111695924
DEGREE	111537970
TOWARDS	111513874
PRODUCED	111503587
LEAVE	111442661
UNDERSTAND	111365730
CELLS	111296827
AVERAGE	111225011
MARCH	111017382
CARRIED	110953787
LENGTH	110823907
DIFFERENCE	110581448
SIMPLY	110224005
NORMAL	110176830
VOL	110098926
QUALITY	110037183
STREET	110013571
RUN	109873076
ANSWER	109738829
MORNING	109646842
LOSS	109639032
STAGE	109565790
PAY	109289513
TODAY	108960014
DECISION	108947093
LABOR	108728677
PAGE	108390018
V	108064400
PUBLISHED	107976995
WORKERS	107751613
BANK	107713584
TOP	107686513
WANTED	107546531
JOURNAL	107491373
PASSED	107205319
DOOR	107165852
P	106894432
IMPORTANCE	106610622
WESTERN	106592600
TAX	106424130
INVOLVED	106252318
SOLUTION	106000254
HOPE	105991336
VOICE	105822860
READING	105673771
OBTAINED	105602979
BRING	105435509
PEACE	105430654
NEEDED	105352008
PLACED	105053742
CHIEF	104936898
SPECIES	104777832
ADDED	104772904
EUROPE	104380168
LOOKING	104343071
FACTORS	104238296
LAWS	104226443
BEHAVIOR	104177552
DIE	104147370
RESPONSE	103816451
LED	103672634
ASSOCIATION	103663697
PERFORMANCE	103654915
ROAD	103446400
ISSUE	103420145
CONSIDER	103396986
EQUAL	103238744
LEARNING	103238640
INDIA	103234898
TRAINING	103222916
FORCES	103159527
CUT	103037571
EARLIER	102977377
BASIC	102960618
MEMBER	102879701
FRIEND	102792326
LEAD	102763510
APPEARS	102703030
TYPES	102702549
SCHOOLS	102673006
MUSIC	102628158
JAMES	102601697
TEMPERATURE	102534206
CHRISTIAN	102337125
VOLUME	102231218
KEPT	102131747
REVIEW	102040164
SIGNIFICANT	101999263
J	101980525
FORMER	101846921
MEANING	101764328
ASSOCIATED	101716328
WROTE	101295092
CENTER	100841549
DIRECTION	100827132
EVERYTHING	100209737
JOB	100179458
UNDERSTANDING	100058677
REGION	99947510
BIG	99488298
HOLD	99442715
OPINION	99413974
TEXT	99367890
JUNE	99367805
DATE	99163252
APPLICATION	99149278
AUTHOR	99092074
F	98925228
CELL	98824016
DISTRIBUTION	98801980
FALL	98777178
BECOMES	98769246
WASHINGTON	98704427
LIMITED	98575904
INDIAN	98531340
PRESENCE	98464008
SOUND	98359048
III	98208308
MEETING	98128650
CLEARLY	97843943
EXPECTED	97832275
FEDERAL	97641247
R	97228768
NEARLY	97223334
ED	97120955
EXTENT	97114220
PARENTS	97099001
YES	96899883
IDEAS	96892979
MEDICAL	96691323
OBSERVED	96654419
ACTUALLY	96637249
FINAL	96624825
GEORGE	96604675
MILES	96533288
ELEMENTS	96488567
LIST	96243232
PROJECT	96234298
PRODUCT	96228667
THROUGHOUT	96182381
CHRIST	95948428
DISCUSSION	95836510
APPLIED	95584186
RULES	95446866
PRODUCE	95384159
RELIGION	95336728
DEEP	95321084
OPERATION	95100641
ISSUES	94936661
ELSE	94712154
MASS	94678376
COMING	94643724
DETERMINED	94480905
EUROPEAN	94407549
EVENTS	94350605
SECURITY	94081024
OIL	94078195
FINE	94065909
DISTANCE	94015589
MOVE	93962800
EFFECTIVE	93845257
PAID	93735031
NATION	93534315
STEP	93522951
GIVES	93485484
SUCCESS	93383234
LITERATURE	93086473
PRODUCTS	92985765
NEITHER	92913536
RESOURCES	92890018
FOLLOW	92875751
CROSS	92631653
ASK	92326874
LEVELS	92296964
IMMEDIATELY	92279838
CERTAINLY	92207776
PRINCIPLE	92207363
MORAL	92086790
JULY	91750068
FORMED	91737307
REACHED	91732623
FAITH	91679190
DEAL	91637705
RECENT	91426553
LEGAL	91243628
ADMINISTRATION	91223973
COMES	91173579
MATERIALS	91143958
POTENTIAL	91052860
PRESENTED	90941683
CONGRESS	90923426
CIVIL	90893209
DIRECTLY	90710253
MEET	90681024
MET	90663973
PRINCIPLES	90657731
EXPRESSION	90569415
BORN	90297418
WIDE	90243089
POST	90205323
JUSTICE	90057247
STRENGTH	90040288
RELATION	90003036
STATEMENT	89976766
FINANCIAL	89946991
DEAD	89942531
LARGER	89837443
CULTURAL	89796487
HISTORICAL	89471481
EXISTENCE	89086621
BUILT	88977072
WEIGHT	88931850
REFERENCE	88812899
FEELING	88796885
ROUND	88680611
REPORTED	88357597
RISK	88332946
APPEARED	88081092
INCLUDED	87961423
SCALE	87945524
INDIVIDUALS	87854335
SUPPLY	87778086
MILLION	87612893
DIFFERENCES	87593624
WRITE	87398762
DOUBT	86837636
HOUR	86782301
INDUSTRIAL	86710235
APRIL	86612130
PRIMARY	86561888
BASE	86517782
LETTERS	86483192
INTERESTS	86405949
NUMBERS	86377548
SEVEN	86326705
PLACES	86150103
WALL	86098266
COMPLEX	86083324
ENTIRE	86075488
TRY	86024314
ARTICLE	86017205
COUNTY	86016942
COSTS	85952250
THINKING	85735136
RECORD	85612085
FLOW	85584876
FOLLOWS	85545433
SUN	85535857
ATTEMPT	85325513
BAD	85320148
INSTANCE	85306493
COMMISSION	85299537
EASILY	85185742
UNIT	85082435
DIED	84913888
GREEN	84883858
CHARLES	84830217
WEEK	84735902
DEMAND	84566589
ACID	84436627
ENVIRONMENT	84401739
PROPER	84248955
TAKES	84145451
POSITIVE	84081928
TALK	83995152
ACTIVE	83964190
IMAGE	83929870
PLANT	83847060
FREEDOM	83831865
LIBRARY	83724358
DARK	83668292
KEY	83552147
MENTIONED	83540627
CO	83487330
SPEAK	83469645
ALLOWED	83426595
WHATEVER	83396786
CONCERNED	83350541
MEASURE	83157475
LIVES	83154557
MERELY	83043351
FEAR	83025936
PARIS	83003865
INDEPENDENT	82973548
HEAT	82916476
CIRCUMSTANCES	82859794
THOMAS	82734020
GIVING	82617922
MASTER	82454164
TRIED	82422379
CHINA	82354191
EYE	82308670
UPPER	82015080
GONE	81987916
ACTUAL	81881900
COLD	81812697
FREQUENTLY	81661621
EIGHT	81515476
ABILITY	81500208
UNLESS	81484257
REGARD	81462519
HENRY	81403955
STATUS	81390371
HEAR	81378760
THOUSAND	81181403
MINUTES	81117083
PARTIES	81116646
STOCK	81089976
STUDENT	81078065
RISE	81063866
ARMS	80956755
FACTOR	80951457
CHARGE	80928075
EASY	80893690
CREATED	80763009
STAND	80686346
STARTED	80515153
CONTENT	80471016
SHARE	80467423
PICTURE	80466092
AGREEMENT	80276151
REMEMBER	80168659
CONSTANT	80167769
NONE	80150779
POPULAR	80074272
APPROPRIATE	80022252
STYLE	79906426
START	79891984
GOODS	79809435
CONSIDERABLE	79770275
READY	79609735
OCCUR	79479712
NOTES	79463444
FORWARD	79381233
RATES	79237251
RETURNED	79199231
DEFINED	79139469
CONSTRUCTION	78888353
MINISTER	78885515
USEFUL	78871232
REMAIN	78855958
NATIONS	78827475
ISLAND	78815401
STOOD	78683031
CHOICE	78633933
DISTRICT	78585014
SPEECH	78548997
ECONOMY	78392321
JESUS	78352447
MOVED	78308876
POWERS	78184548
PAUL	78063298
DESIRE	78023132
DIVISION	78010703
BILL	77905466
GERMANY	77889212
HIGHLY	77844910
TASK	77779959
STAFF	77708958
ADDITIONAL	77664573
PROGRESS	77622452
SITE	77606105
REASONS	77424645
SERIOUS	77351744
GOLD	77223152
BOY	77220366
BROTHER	77196407
REMAINED	77179789
JANUARY	77148384
SORT	76748889
RELATIVE	76673081
PASS	76642270
PREVIOUS	76638735
PAIN	76589902
SEPARATE	76484418
PLANNING	76437277
LAY	76414354
EXCHANGE	76398427
DER	76206810
PROCESSES	76196139
ROBERT	76162406
CRITICAL	76145395
ANIMALS	76126929
ANCIENT	76060198
FUNCTIONS	76050556
OCTOBER	75987271
AUGUST	75950243
SUFFICIENT	75910173
DISCUSSED	75791362
MARRIAGE	75597009
REMAINS	75547626
PROGRAMS	75509847
INTRODUCTION	75350470
EFFORT	75329669
MEMORY	75319047
GIRL	75288361
SOURCES	75269037
INTERNAL	75228149
SOUL	75109866
NEWS	75088462
BED	75087117
LE	75050930
DES	75044809
BROWN	75023376
CAUSED	75022109
CHINESE	75019978
LACK	74862176
HUSBAND	74612454
SEPTEMBER	74566913
LIVED	74523682
LEARN	74450821
COMMAND	74409169
POLITICS	74316154
DECEMBER	74262603
DUTY	74211760
TEACHER	74147301
DAILY	74143745
TECHNOLOGY	74134226
ESSENTIAL	74121670
ALLOW	74009167
BOX	73974790
IRON	73912969
FAILURE	73834492
DECIDED	73604266
CONCEPT	73598965
NOTED	73569863
NAMES	73408991
GETTING	73375416
PATTERN	73371169
AGO	73358573
PHASE	73292544
TEACHERS	73279702
OTHERWISE	73189721
VARIETY	73108031
DETERMINE	73035028
HENCE	72980522
BLUE	72974499
PREPARED	72924152
FIGURES	72916620
CONTACT	72897350
LOT	72894408
H	72827269
CONTINUE	72786692
MEASURES	72774916
HEAVY	72613321
LABOUR	72574389
COMPANIES	72557544
SUGGESTED	72555131
SOUTHERN	72546462
SUBJECTS	72417020
FEATURES	72363939
COMMUNICATION	72359865
FULLY	72304884
OFFICERS	72282982
WISH	72239553
OPPORTUNITY	72227568
COMPUTER	72150984
EXERCISE	72067303
POLICE	72033659
CREATE	72032879
REALITY	71920825
ADD	71846370
WORKED	71844417
LEARNED	71787022
INSIDE	71761839
DESCRIPTION	71716121
TEACHING	71709226
SUMMER	71669834
GAS	71631004
CAR	71566944
SCIENTIFIC	71545578
TITLE	71430817
SOIL	71250643
CLAIM	71229695
OBJECTS	71202828
VILLAGE	71188072
TRYING	71151809
TRADITIONAL	71120417
PROTECTION	71001976
ENTIRELY	71001785
EMPLOYED	70975469
SOVIET	70956695
FIXED	70927704
LADY	70866011
PROVIDES	70820003
EFFORTS	70808999
CAPACITY	70798559
COMPLETELY	70695291
EXPRESSED	70616426
MAJORITY	70452760
IV	70418238
PRINCIPAL	70383823
PURPOSES	70367846
MENTAL	70316772
ACCESS	70273491
SAYING	70213724
RAISED	70194506
REDUCED	70099950
FAMILIES	70068465
CHANGED	69992672
COMPARED	69960215
PRACTICAL	69860667
SUCCESSFUL	69664268
INTERESTING	69655404
CODE	69596496
CAUSES	69543312
INCREASING	69530493
PLANTS	69487892
IMPOSSIBLE	69416389
GROWING	69385925
FACTS	69361489
DEVELOP	69342356
COLOR	69334092
BEGIN	69317502
SOMEONE	69306780
EVENT	69296813
SOMEWHAT	69242663
MONTH	69201284
OFFERED	69064840
NOTICE	69035963
REVOLUTION	68999580
PHILOSOPHY	68932185
LEADING	68886037
SHOWED	68805694
ONES	68802924
AFFAIRS	68716682
BEAUTIFUL	68637744
RELATIVELY	68593730
COVERED	68569446
EMPLOYMENT	68561659
OFFER	68537056
NOVEMBER	68507059
OPERATIONS	68494352
WRONG	68462528
NEGATIVE	68431010
EXAMPLES	68415550
REQUIRE	68399544
ACTS	68321327
ATTACK	68207552
TREE	68119957
ADDRESS	68024298
INSTITUTIONS	67994139
AID	67970418
AFRICA	67945763
DAVID	67869725
PROPOSED	67817278
HALL	67814436
MOTION	67756261
G	67743309
RECEIVE	67739361
TILL	67715750
CARRY	67589761
CONNECTION	67589468
FEMALE	67579818
SERVE	67412909
WEEKS	67337561
STONE	67310166
QUICKLY	67282635
CONSTITUTION	67156640
FORMATION	67087752
EVENING	67063297
RACE	66940365
ANIMAL	66921780
PROCEDURE	66904035
COLLECTION	66607266
ANNUAL	66566187
ROYAL	66531300
SECRETARY	66502317
RICH	66499063
EN	66416081
MALE	66340217
PROFESSIONAL	66329317
GREATEST	66308784
CONTEXT	66145330
TRUST	66094897
UNITS	66087714
TREES	66033516
MARY	66021880
APPEARANCE	65998192
FIRM	65972267
BALANCE	65883702
BRITAIN	65825505
SPRING	65760939
STOP	65673690
REACTION	65622588
CHARACTERISTICS	65577627
LEADERS	65488082
SAMPLE	65476686
CLASSES	65300245
FOOT	65276705
BATTLE	65239064
CONTRACT	65231279
THIRTY	65218473
ACCEPTED	65209499
JAPANESE	65199997
MATTERS	65056493
RESISTANCE	64991796
HAIR	64980632
BELIEVED	64898939
DRAWN	64897953
REPORTS	64893091
STANDING	64890602
EQUIPMENT	64858025
CALIFORNIA	64701169
WOOD	64530458
FLOOR	64500064
MARRIED	64470207
ARGUMENT	64366769
FILE	64366267
MARK	64363165
SMITH	64298764
MISS	64251611
HILL	64209533
OPENED	64164929
DAUGHTER	64124472
DESPITE	64074399
PROPERTIES	64066475
CONFERENCE	64052525
OH	64028903
GLASS	64025067
ADVANTAGE	63931110
EXTERNAL	63895944
PREVENT	63858667
GOES	63818616
OUTPUT	63738756
JUDGE	63704000
HOUSES	63698859
STATED	63693123
REPRESENTED	63517694
INVESTMENT	63499936
ENEMY	63490658
PAPERS	63406891
JAPAN	63378888
PIECE	63366737
CREDIT	63361824
COMMERCIAL	63306941
NORTHERN	63274155
SQUARE	63228484
REACH	63077482
ACTIONS	62817930
CONTAINS	62770963
MEANT	62748044
HOSPITAL	62742412
CONFLICT	62738701
NATIVE	62731218
VISIT	62724360
FEBRUARY	62666912
EXISTING	62595784
DESIGNED	62500143
JUDGMENT	62468378
FELL	62427066
SEX	62311864
ENTERED	62265498
FILM	62259212
INITIAL	62219297
RECORDS	62192421
OFFICIAL	62170843
AFRICAN	62023623
HOLY	61909285
REQUIRES	61891844
ENTER	61810749
EXPLAIN	61797995
HAPPENED	61778592
INTRODUCED	61710748
WORTH	61649677
SAT	61635745
ROMAN	61532165
CONCERNING	61467271
EDUCATIONAL	61447635
TREATED	61429009
OFFICER	61393680
ELEMENT	61321484
PRICES	61303835
FAIR	61264119
SKIN	61261984
ASPECTS	61148251
CONDUCT	61100427
COVER	61094511
ORDINARY	61059033
SHIP	60998012
FORTH	60949516
DOUBLE	60894167
CONTRAST	60864432
RESPONSIBILITY	60772473
MOVING	60732193
AVOID	60713817
TECHNICAL	60608738
MOUTH	60506237
K	60478290
RUNNING	60367634
EXIST	60331721
NETWORK	60296197
IMPACT	60250556
RESPONSIBLE	60225845
ROSE	60213645
ARRIVED	60190022
PORTION	60144489
OCCURS	60130691
REQUIREMENTS	60035392
INTENDED	60016193
MACHINE	60013857
SEARCH	59889263
STEPS	59851144
VIEWS	59730863
LEAVES	59706459
UNDERSTOOD	59601763
SERVED	59581886
SAN	59574315
SPENT	59522444
DEFINITION	59510174
POWERFUL	59473409
GOVERNOR	59443896
GAME	59438950
SCENE	59437019
FILLED	59421796
BRAIN	59381487
CHANCE	59324368
SHAPE	59292802
ORIGIN	59234974
SPIRITUAL	59185069
NUMEROUS	59170232
HAPPY	59164298
OBTAIN	59149618
WINDOW	59108775
CITIES	59065496
CLOSED	59054121
FISH	58989578
STRESS	58985819
SETTING	58941240
STANDARDS	58856766
IBID	58856383
PROFESSOR	58855941
SEXUAL	58848555
EASTERN	58810126
OLDER	58790316
SMALLER	58778292
CONSIDERATION	58749519
TRIAL	58746152
SPEAKING	58740614
MODELS	58647771
WINTER	58529151
CORRECT	58484354
HOT	58469511
BOYS	58466042
STAY	58401920
REMOVED	58380242
PLANS	58326527
PERFECT	58282715
SALES	58217116
LEAVING	58148523
ACCEPT	58101526
FIELDS	58098390
USUAL	58076335
PRIOR	58065499
CAPTAIN	58049580
SUDDENLY	58025537
APPLY	58019012
DOMESTIC	58007675
TRADITION	57990909
FREQUENCY	57939798
MARKED	57927946
HORSE	57895565
SPEED	57878343
BENEFIT	57755928
CONCERN	57734815
WIND	57733031
INDEX	57715744
DIFFICULTY	57686471
BIRTH	57685653
MOREOVER	57580480
PASSAGE	57452785
OUGHT	57330059
RELATIONSHIPS	57294609
LAID	57237270
USES	57125716
CORPORATION	57050250
ORGANIZATIONS	57029267
TRANSFER	56934652
SELECTED	56917569
REGULAR	56846646
AGREED	56839367
NAMED	56790689
ERROR	56750399
FOURTH	56689720
MAXIMUM	56689718
CONCLUSION	56665504
JOINT	56586193
DRY	56573384
BODIES	56571011
SIGN	56562400
DIVINE	56514961
RICHARD	56502351
LAKE	56494737
FOCUS	56401617
BEAR	56397439
INSTITUTE	56291636
TECHNIQUES	56278415
CHICAGO	56269529
REGARDED	56261135
REFERRED	56063992
SURVEY	56062675
CENTRE	56049472
PETER	56046161
RECENTLY	56016797
EXAMINATION	56013819
CHEMICAL	55928223
WHEREAS	55849806
ORDERS	55817675
JEWISH	55777800
SUPPOSE	55746581
ILL	55727302
NEVERTHELESS	55671556
GIRLS	55618263
HARDLY	55618153
DECISIONS	55547439
EVERYONE	55441727
HIGHEST	55398171
QUEEN	55387905
FORCED	55369682
URBAN	55345225
BOUND	55126998
TESTS	55063047
EXACTLY	54905332
PERFORMED	54898930
EQUATION	54841869
DETAILS	54834084
PATTERNS	54815012
TROOPS	54752906
POSSIBILITY	54751196
INCLUDES	54737180
ABSENCE	54655294
FEELINGS	54596265
INDICATED	54574075
ROCK	54562355
REPRESENT	54521326
PROVED	54494328
KINDS	54492074
KINGDOM	54451671
BOTTOM	54446958
POLICIES	54411990
LARGELY	54329890
APPARENTLY	54311901
STRUCTURES	54296986
MAINTAIN	54287906
GREEK	54270831
COAST	54258062
INTERPRETATION	54221131
ATTITUDE	54217753
CANADA	54216137
STATION	54213962
VAN	54213864
EQUALLY	54190221
OPPOSITE	54155767
DIVIDED	54070760
PRINCE	54001532
EVIL	53936860
PLATE	53932896
ADOPTED	53907273
GAIN	53875417
